# Q dQ R dR fit
0.008 0.000101125 0.986972 0.0242315 1
0.00900001 0.000113765 0.995077 0.0227319 1
0.01 0.000126406 1.0141 0.0231649 1
0.011 0.000139046 1.00111 0.023494 1
0.012 0.000151687 1.00546 0.0224548 1
0.013 0.000164327 0.999193 0.0223558 1
0.014 0.000176968 0.967365 0.0221999 0.943685
0.015 0.000189608 0.264127 0.00598278 0.252231
0.016 0.000202248 0.0681792 0.0016766 0.0739197
0.017 0.000214889 0.0463512 0.00119712 0.0473069
0.018 0.000227529 0.0425691 0.00106582 0.0430363
0.019 0.000240169 0.0419516 0.00102539 0.0420993
0.02 0.000252809 0.0418252 0.00105972 0.0412003
0.021 0.00026545 0.0386231 0.00094698 0.0396445
0.0219999 0.000278089 0.0372191 0.000891228 0.037396
0.023 0.00029073 0.0340274 0.000809555 0.0345991
0.0240001 0.000303371 0.0314983 0.000776297 0.0314357
0.025 0.000316009 0.0277578 0.000634221 0.0280878
0.0273999 0.000346345 0.0199009 0.00049802 0.0201041
0.0298 0.000376682 0.0128386 0.000325217 0.0132247
0.0321999 0.000407015 0.008063 0.000214254 0.00807645
0.0346 0.000437351 0.00466031 0.000135184 0.00473402
0.037 0.000467686 0.00290855 9.02113e-05 0.00292202
0.0394 0.00049802 0.00211604 6.86188e-05 0.00220273
0.0418 0.000528354 0.00204403 6.49026e-05 0.00212127
0.0441999 0.000558686 0.00227905 6.80357e-05 0.00229797
0.0466001 0.00058902 0.00242266 6.9017e-05 0.00247167
0.0489999 0.00061935 0.00247314 6.88633e-05 0.00250435
0.0513999 0.000649682 0.00237591 6.56487e-05 0.00236057
0.0537999 0.000680013 0.0021286 5.8306e-05 0.00207428
0.0562001 0.000710345 0.00166122 4.71043e-05 0.00171332
0.0586 0.000740673 0.00137925 3.90512e-05 0.00134957
0.061 0.000771002 0.00103837 3.11102e-05 0.00103823
0.0634 0.00080133 0.000819127 2.55145e-05 0.000808562
0.0657999 0.000831657 0.000695059 2.18694e-05 0.00066374
0.0682 0.000861985 0.000593613 1.89365e-05 0.000587552
0.0706001 0.000892311 0.000561908 1.77301e-05 0.000554065
0.073 0.000922636 0.000534266 1.69709e-05 0.000536951
0.0753999 0.000952959 0.000510134 1.59103e-05 0.000516267
0.0778 0.000983284 0.000458152 1.43339e-05 0.000481627
0.0801999 0.00101361 0.000421089 1.32131e-05 0.000431954
0.0826001 0.00104393 0.000354008 1.15206e-05 0.000372797
0.0849999 0.00107425 0.000315937 1.0303e-05 0.00031261
0.0874001 0.00110457 0.00025616 8.67837e-06 0.000259212
0.0898 0.00113489 0.000218163 7.61869e-06 0.000217474
0.0922 0.00116521 0.000193551 6.92813e-06 0.000188406
0.0946 0.00119552 0.000168421 6.13073e-06 0.000169716
0.097 0.00122584 0.000153952 5.62995e-06 0.000157199
0.0994 0.00125615 0.000137893 5.11586e-06 0.00014642
0.1018 0.00128646 0.000140589 5.08305e-06 0.000134087
0.1042 0.00131678 0.000123451 4.56087e-06 0.000118787
0.1066 0.00134709 0.000104288 3.99437e-06 0.000101001
0.109 0.0013774 8.60025e-05 3.46921e-06 8.25188e-05
0.1114 0.00140771 6.79408e-05 2.95451e-06 6.55702e-05
0.1138 0.00143801 5.26107e-05 2.50272e-06 5.20026e-05
0.1162 0.00146832 4.43879e-05 2.2284e-06 4.27036e-05
0.1186 0.00149862 3.91667e-05 2.04149e-06 3.74478e-05
0.121 0.00152893 3.42968e-05 1.86634e-06 3.51049e-05
0.1234 0.00155923 3.35584e-05 1.80258e-06 3.4095e-05
0.1258 0.00158953 3.31203e-05 1.74733e-06 3.29098e-05
0.1282 0.00161983 2.7065e-05 1.55135e-06 3.05279e-05
0.1306 0.00165013 2.80576e-05 1.53997e-06 2.66195e-05
0.133 0.00168042 2.11639e-05 1.32823e-06 2.15107e-05
0.1354 0.00171072 1.64499e-05 1.16622e-06 1.59628e-05
0.1378 0.00174101 9.98953e-06 9.55812e-07 1.08571e-05
0.1402 0.0017713 8.50278e-06 8.8515e-07 6.90289e-06
0.1426 0.00180159 4.10991e-06 7.3211e-07 4.44421e-06
0.145 0.00183188 3.78478e-06 7.01789e-07 3.41281e-06
0.1474 0.00186217 3.57749e-06 6.74903e-07 3.41227e-06
0.1498 0.00189245 4.55153e-06 6.83904e-07 3.88726e-06
0.1522 0.00192274 4.03654e-06 6.51111e-07 4.31144e-06
0.1546 0.00195302 4.16298e-06 6.37251e-07 4.33301e-06
0.157 0.0019833 3.72554e-06 6.08702e-07 3.84311e-06
0.1594 0.00201357 1.64459e-06 5.36239e-07 2.95383e-06
0.1618 0.00204385 1.43125e-06 5.1653e-07 1.91439e-06
0.1642 0.00207412 4.08828e-07 4.74992e-07 9.98883e-07
0.1666 0.0021044 -3.02295e-08 4.50598e-07 4.06925e-07
0.169 0.00213467 8.10079e-07 4.61094e-07 2.06619e-07
0.1714 0.00216493 3.01981e-07 4.36428e-07 3.31855e-07
0.1738 0.0021952 3.85762e-07 4.26227e-07 6.25392e-07
0.1762 0.00222547 1.14766e-06 4.33353e-07 9.06672e-07
0.1786 0.00225573 1.00065e-06 4.18e-07 1.03806e-06
0.181 0.00228599 9.53334e-07 4.0517e-07 9.67081e-07
0.1834 0.00231625 6.82771e-07 3.89624e-07 7.33885e-07
0.1858 0.0023465 3.03737e-07 3.72529e-07 4.4548e-07
0.1882 0.00237676 5.6432e-07 3.70785e-07 2.29331e-07
0.1906 0.00240701 2.23333e-07 3.55683e-07 1.84492e-07
0.193 0.00243726 3.61495e-07 3.50586e-07 3.46818e-07
0.1954 0.00246751 1.07711e-06 3.57117e-07 6.78666e-07
0.1978 0.00249775 1.61783e-06 3.5975e-07 1.08452e-06
0.2002 0.002528 1.25242e-06 3.43338e-07 1.44497e-06
0.2026 0.00255824 1.52862e-06 3.41719e-07 1.6565e-06
0.205 0.00258847 1.92914e-06 3.42869e-07 1.66386e-06
0.2074 0.00261871 1.8182e-06 3.33471e-07 1.47611e-06
0.2098 0.00264894 1.10232e-06 3.12534e-07 1.15931e-06
0.2122 0.00267917 8.24302e-07 3.00975e-07 8.14394e-07
0.2146 0.00270941 6.41932e-07 2.91802e-07 5.44391e-07
0.217 0.00273963 1.73077e-07 2.77586e-07 4.23894e-07
0.2194 0.00276986 4.68462e-07 2.77852e-07 4.78723e-07
0.221799 0.00280006 6.09221e-07 2.75045e-07 6.81615e-07
0.2242 0.00283029 5.30191e-07 2.67156e-07 9.64329e-07
0.226601 0.00286052 1.34248e-06 2.74968e-07 1.23934e-06
0.228999 0.00289071 1.49143e-06 2.71091e-07 1.42666e-06
0.231399 0.00292092 1.63603e-06 2.67424e-07 1.47625e-06
0.233799 0.00295113 1.42617e-06 2.5831e-07 1.37849e-06
0.236199 0.00298134 1.30123e-06 2.51228e-07 1.16411e-06
0.238601 0.00301156 1.02735e-06 2.4193e-07 8.91611e-07
0.241 0.00304175 6.99516e-07 2.32045e-07 6.29821e-07
0.243399 0.00307194 2.67739e-07 2.20669e-07 4.35806e-07
0.2458 0.00310215 3.89646e-07 2.18049e-07 3.34156e-07
0.248199 0.00313232 5.11703e-07 2.15596e-07 3.05517e-07
0.2506 0.00316252 3.08169e-07 2.08298e-07 3.11368e-07
