# Q Iq dIq dQ fit
2.025000000000000064e-02 9.131999999999999673e+00 1.381999999999999895e-01 1.415999999999999941e-03 8.860018207486589858e+00
2.060999999999999985e-02 8.855999999999999872e+00 7.621999999999999609e-02 2.311000000000000120e-03 8.750504743413033637e+00
2.066000000000000128e-02 8.631000000000000227e+00 1.233000000000000068e-01 1.428999999999999932e-03 8.532181196784387467e+00
2.106999999999999845e-02 8.412000000000000810e+00 1.338000000000000023e-01 1.441999999999999922e-03 8.223462647691103911e+00
2.147999999999999909e-02 8.111000000000000654e+00 1.288999999999999868e-01 1.454999999999999913e-03 7.932136431093060658e+00
2.188999999999999974e-02 7.879999999999999893e+00 1.203999999999999931e-01 1.469000000000000037e-03 7.654329055066209975e+00
2.194000000000000117e-02 7.910000000000000142e+00 6.360999999999999988e-02 2.337000000000000102e-03 7.755531746531303838e+00
2.230000000000000038e-02 7.477999999999999758e+00 1.165000000000000063e-01 1.482000000000000027e-03 7.385381007854982194e+00
2.271000000000000102e-02 7.157000000000000028e+00 1.131000000000000061e-01 1.495999999999999934e-03 7.145821536165335885e+00
2.312000000000000166e-02 6.878999999999999559e+00 1.123999999999999999e-01 1.508999999999999925e-03 6.905542691826873636e+00
2.326999999999999902e-02 7.102000000000000313e+00 5.675999999999999795e-02 2.364999999999999915e-03 6.932790575309171643e+00
2.352999999999999883e-02 6.684999999999999609e+00 1.043000000000000038e-01 1.523000000000000048e-03 6.688283090094751415e+00
2.392999999999999988e-02 6.557999999999999829e+00 1.097999999999999948e-01 1.536999999999999955e-03 6.489614668519466001e+00
2.434000000000000052e-02 6.298000000000000043e+00 1.067000000000000032e-01 1.551000000000000078e-03 6.284599588395551883e+00
2.460000000000000034e-02 6.379999999999999893e+00 5.041999999999999954e-02 2.393999999999999861e-03 6.244574677204729696e+00
2.475000000000000117e-02 6.269000000000000128e+00 1.039999999999999952e-01 1.564999999999999985e-03 6.096701362809598734e+00
2.515999999999999834e-02 5.847999999999999865e+00 1.074999999999999983e-01 1.580000000000000024e-03 5.920906165723095249e+00
2.556999999999999898e-02 5.732999999999999652e+00 1.101000000000000034e-01 1.593999999999999931e-03 5.742776634357045218e+00
2.593000000000000166e-02 5.783000000000000362e+00 4.472000000000000280e-02 2.423999999999999939e-03 5.670692973194265463e+00
2.725999999999999951e-02 5.230000000000000426e+00 4.089000000000000273e-02 2.455999999999999850e-03 5.167410601266969827e+00
2.859000000000000083e-02 4.753999999999999559e+00 3.701999999999999735e-02 2.488999999999999893e-03 4.739892149158974277e+00
2.990999999999999909e-02 4.445999999999999730e+00 3.520000000000000212e-02 2.523000000000000069e-03 4.371224879414417508e+00
3.124000000000000041e-02 4.030999999999999694e+00 3.164999999999999758e-02 2.557999999999999944e-03 4.047211783818964292e+00
3.257000000000000173e-02 3.720000000000000195e+00 3.047000000000000056e-02 2.593999999999999952e-03 3.755924603989343247e+00
3.389999999999999958e-02 3.528000000000000025e+00 3.180999999999999800e-02 2.631000000000000092e-03 3.504298591242562821e+00
3.522999999999999743e-02 3.220000000000000195e+00 2.783000000000000057e-02 2.668999999999999932e-03 3.291759534213881011e+00
